russia,25,F,62466
russia,30,F,70643
russia,35,F,57921
russia,40,F,56756
russia,45,F,51943
russia,50,F,46971
russia,55,F,45865
russia,60,F,42012
russia,65,F,34183
russia,70,F,24603
russia,75,F,25629
russia,80,F,20329
russia,85,F,12883
russia,90,F,7926
russia,95,F,2732
south_america,0,M,16031
south_america,5,M,27717
south_america,10,M,36014
south_america,15,M,58953
south_america,20,M,91155
south_america,25,M,115724
south_america,30,M,141969
south_america,35,M,158527
south_america,40,M,161494
south_america,45,M,153271
south_america,50,M,149780
south_america,55,M,129419
south_america,60,M,103799
south_america,65,M,70134
south_america,70,M,49581
south_america,75,M,32868
south_america,80,M,19527
south_america,85,M,9645
south_america,90,M,3698
south_america,95,M,1473
south_america,0,F,15642
south_america,5,F,27017
south_america,10,F,35114
south_america,15,F,57769
south_america,20,F,88041
south_america,25,F,123270
south_america,30,F,146488
south_america,35,F,179254
south_america,40,F,181848
south_america,45,F,179743
south_america,50,F,175414
south_america,55,F,156422
south_america,60,F,128522
south_america,65,F,92150
south_america,70,F,69934
south_america,75,F,50661
south_america,80,F,31190
south_america,85,F,17683
south_america,90,F,7638
south_america,95,F,2987
vietnam,0,M,4084
vietnam,5,M,6901
vietnam,10,M,10507
vietnam,15,M,17934
vietnam,20,M,24972
vietnam,25,M,30554
vietnam,30,M,34559
vietnam,35,M,39603
vietnam,40,M,72359
vietnam,45,M,87496
vietnam,50,M,78310
vietnam,55,M,66229
vietnam,60,M,54722
vietnam,65,M,39713
vietnam,70,M,28552
vietnam,75,M,18266
vietnam,80,M,11054
vietnam,85,M,6528
vietnam,90,M,2637
vietnam,95,M,130
vietnam,0,F,3674
vietnam,5,F,6042
vietnam,10,F,10645
vietnam,15,F,18069
vietnam,20,F,28335
vietnam,25,F,38327
vietnam,30,F,49316
vietnam,35,F,61868
vietnam,40,F,90354
vietnam,45,F,95555
vietnam,50,F,75017
vietnam,55,F,67922
vietnam,60,F,62001
vietnam,65,F,53152
vietnam,70,F,32390
vietnam,75,F,21326
vietnam,80,F,15479
vietnam,85,F,7538
vietnam,90,F,4743
vietnam,95,F,259
west_indies,0,M,11959
west_indies,5,M,26575
west_indies,10,M,41411
west_indies,15,M,65151
west_indies,20,M,86237
west_indies,25,M,108567
west_indies,30,M,115827
west_indies,35,M,124514
west_indies,40,M,134414
west_indies,45,M,131825
west_indies,50,M,136411
west_indies,55,M,126600
west_indies,60,M,110018
west_indies,65,M,80795
west_indies,70,M,55726
west_indies,75,M,36233
west_indies,80,M,20785
west_indies,85,M,11641
west_indies,90,M,4374
west_indies,95,M,1960
west_indies,0,F,12035
west_indies,5,F,25596
west_indies,10,F,39590
west_indies,15,F,62873
west_indies,20,F,86541
west_indies,25,F,115821
west_indies,30,F,130782
west_indies,35,F,154707
west_indies,40,F,164429
west_indies,45,F,172867
west_indies,50,F,182246
west_indies,55,F,165811
west_indies,60,F,143401
west_indies,65,F,107713
west_indies,70,F,79829
west_indies,75,F,56858
west_indies,80,F,37745
west_indies,85,F,22940
west_indies,90,F,7780
west_indies,95,F,5618
