month,year,AGEGRP,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE
7,2010,0,309349689,152107993,157241696,119900452,122394968,19261272,21096244,1897163,1856695,7256825,7982186,344486,333167,3447795,3578436,126313918,132225558,97062393,100317791,18116542,19896288,1119358,1151013,7006807,7731607,251820,247576,2756998,2881283,25794075,25016138,22838059,22077177,1144730,1199956,777805,705682,250018,250579,92666,85591,690797,697153
7,2010,1,20200529,10317894,9882635,7508859,7160279,1555186,1511201,169189,163071,483937,466350,29969,29177,570754,552557,7699861,7369084,5264464,5006105,1415419,1376524,89225,87071,454394,438526,19905,19289,456454,441569,2618033,2513551,2244395,2154174,139767,134677,79964,76000,29543,27824,10064,9888,114300,110988
7,2010,2,20382409,10407059,9975350,7715309,7346042,1531315,1486006,163518,158784,487895,489144,28652,27263,480370,468111,7942101,7605874,5576237,5292649,1406693,1365157,90151,87069,461712,464306,19832,18729,387476,377964,2464958,2369476,2139072,2053393,124622,120849,73367,71715,26183,24838,8820,8534,92894,90147
7,2010,3,20694011,10587389,10106622,7904092,7501259,1601398,1548901,162261,156360,468683,461001,28038,26301,422917,412800,8258770,7878567,5869738,5557908,1488491,1439864,92732,89422,444876,437750,19832,18503,343101,335120,2328619,2228055,2034354,1943351,112907,109037,69529,66938,23807,23251,8206,7798,79816,77680
7,2010,4,21959087,11262770,10696317,8375378,7905620,1807008,1746686,174584,163216,513032,487760,30794,29075,361974,363960,8909040,8503682,6314543,5993440,1690400,1634515,101603,96385,488947,464124,21756,20750,291791,294468,2353730,2192635,2060835,1912180,116608,112171,72981,66831,24085,23636,9038,8325,70183,69492
7,2010,5,21667938,11056339,10611599,8377306,7919112,1615232,1646900,168505,151238,582414,569448,35111,31488,277771,293413,8735664,8575912,6339224,6147560,1504144,1535412,92488,89911,558449,546227,24653,23110,216706,233692,2320675,2035687,2038082,1771552,111088,111488,76017,61327,23965,23221,10458,8378,61065,59721
7,2010,6,21153247,10675799,10477448,8233880,7867451,1407416,1512855,156986,143961,608528,667626,33165,30179,235824,255376,8395774,8440518,6219010,6083760,1306877,1407322,82049,82324,585750,646217,23150,22022,178938,198873,2280025,2036930,2014870,1783691,100539,105533,74937,61637,22778,21409,10015,8157,56886,56503
7,2010,7,20093828,10063421,10030407,7771733,7511082,1313994,1453457,144003,133442,601616,683445,29385,27378,202690,221603,7908717,8040861,5857628,5757544,1223516,1354907,75091,75225,580451,662846,20699,19894,151332,170445,2154704,1989546,1914105,1753538,90478,98550,68912,58217,21165,20599,8686,7484,51358,51158
7,2010,8,20082244,9996641,10085603,7768559,7609889,1269791,1429942,133839,127334,629343,707230,25255,23970,169854,187238,8016598,8192624,5988239,5919269,1196163,1346174,71830,73698,611090,688849,18374,17762,130902,146872,1980043,1892979,1780320,1690620,73628,83768,62009,53636,18253,18381,6881,6208,38952,40366
7,2010,9,20899181,10399409,10499772,8234817,8105151,1299364,1449068,127724,123322,563598,635226,23070,22456,150836,164549,8622540,8811011,6633921,6592869,1232509,1375109,73402,76686,547749,619060,17161,17011,117798,130276,1776869,1688761,1600896,1512282,66855,73959,54322,46636,15849,16166,5909,5445,33038,34273
7,2010,10,22647920,11182579,11465341,9001788,9036658,1366612,1532915,127057,127344,520930,589130,21607,21767,144585,157527,9646476,9959304,7617103,7686823,1307717,1466944,80996,85881,507649,575217,16839,17097,116172,127342,1536103,1506037,1384685,1349835,58895,65971,46061,41463,13281,13913,4768,4670,28413,30185
7,2010,11,22365329,10966236,11399093,8942983,9108770,1296769,1470281,111976,117033,466929,544266,18640,18653,128939,140090,9739931,10154314,7837371,7991145,1248490,1416112,75975,83481,456456,532931,15060,15115,106579,115530,1226305,1244779,1105612,1117625,48279,54169,36001,33552,10473,11335,3580,3538,22360,24560
7,2010,12,19779195,9580184,10199011,7951237,8283423,1036780,1223716,86520,91861,392360,476437,13651,14479,99636,109095,8680355,9236927,7135742,7412791,1001661,1183798,62190,68534,384961,468016,11387,12049,84414,91739,899829,962084,815495,870632,35119,39918,24330,23327,7399,8421,2264,2430,15222,17356
7,2010,13,16987190,8158625,8828565,6904641,7314655,782332,956347,66070,69568,320493,393756,10798,11057,74291,83182,7502473,8090575,6306715,6642663,757509,926375,49851,53580,315458,387608,9129,9372,63811,70977,656152,737990,597926,671992,24823,29972,16219,15988,5035,6148,1669,1685,10480,12205
7,2010,14,12515334,5892007,6623327,5056989,5571923,514944,672325,42682,46933,221986,267466,6667,7257,48739,57423,5456863,6097804,4657556,5090045,499186,652199,33189,36598,218714,263444,5785,6166,42433,49352,435144,525523,399433,481878,15758,20126,9493,10335,3272,4022,882,1091,6306,8071
7,2010,15,9326038,4268737,5057301,3676267,4272272,361553,507300,28145,32911,165334,199420,4416,5165,33022,40233,3959336,4659487,3390979,3905980,350404,492270,22155,25872,163168,196556,3764,4317,28866,34492,309401,397814,285288,366292,11149,15030,5990,7039,2166,2864,652,848,4156,5741
7,2010,16,7313372,3183507,4129865,2790976,3539762,242229,385474,17207,22830,108744,148811,2753,3375,21598,29613,2968371,3830152,2590798,3262384,235258,374630,13482,17742,107391,146749,2368,2882,19074,25765,215136,299713,200178,277378,6971,10844,3725,5088,1353,2062,385,493,2524,3848
7,2010,17,5750081,2302229,3447852,2059161,3021441,149693,282108,10224,14851,67838,105648,1544,2257,13769,21547,2161074,3232999,1927276,2821758,145402,274636,7875,11516,67041,104270,1324,1903,12156,18916,141155,214853,131885,199683,4291,7472,2349,3335,797,1378,220,354,1613,2631
7,2010,18,3641594,1284311,2357283,1158144,2101140,76646,174164,4702,8296,36923,59348,638,1251,7258,13084,1214402,2238007,1092740,1990115,74619,170078,3598,6499,36484,58576,525,1075,6436,11664,69909,119276,65404,111025,2027,4086,1104,1797,439,772,113,176,822,1420
7,2010,19,1463685,430346,1033339,387952,925028,25615,76049,1524,3208,12732,23376,250,437,2273,5241,408965,988207,368072,883042,24914,74355,1154,2612,12606,23125,210,376,2009,4697,21381,45132,19880,41986,701,1694,370,596,126,251,40,61,264,544
7,2010,20,375778,83963,291815,73667,257832,6275,25139,336,944,3081,6263,60,149,544,1488,79002,278806,69113,245840,6105,24603,238,759,3042,6185,50,128,454,1291,4961,13009,4554,11992,170,536,98,185,39,78,10,21,90,197
7,2010,21,51699,8548,43151,6714,36179,1120,5410,111,188,429,1035,23,33,151,306,7605,40843,5924,34101,1065,5304,84,148,419,1025,17,26,96,239,943,2308,790,2078,55,106,27,40,10,10,6,7,55,67
